"Date","Time","State","State No","Scale","Injuries","Fatalities","Start Lat","Start Lon","Length","Width"
"1991-04-26","09:30:00","LA","10","1","0","0","29.25","-90.0","0.2","10.0"
"1991-04-27","15:35:00","LA","11","1","0","0","31.7","-91.83","0.2","30.0"
"1991-04-27","17:24:00","LA","12","1","0","0","32.45","-93.92","2.0","120.0"
"1991-04-27","17:41:00","LA","13","1","0","0","32.4","-93.28","5.0","120.0"
"1991-05-04","01:48:00","LA","14","0","0","0","30.87","-92.8","0.2","17.0"
"1991-05-05","03:45:00","LA","15","0","0","0","30.23","-93.02","0.2","17.0"
"1991-05-08","06:00:00","LA","16","1","1","0","29.75","-91.43","1.5","30.0"
"1991-05-08","08:25:00","LA","17","1","0","0","29.9","-90.82","1.0","30.0"
"1991-05-08","15:40:00","LA","18","0","0","0","30.32","-93.63","0.2","20.0"
"1991-05-08","18:25:00","LA","19","0","0","0","29.8","-93.33","0.1","20.0"
"1991-05-08","19:14:00","LA","20","0","0","0","30.22","-92.67","0.1","20.0"
"1991-05-15","04:00:00","LA","21","0","0","0","30.23","-92.05","0.2","20.0"
"1991-05-29","16:15:00","LA","22","1","0","0","31.63","-91.57","1.0","23.0"
"1991-06-05","19:00:00","LA","23","0","0","0","30.23","-93.2","0.5","13.0"
"1991-06-11","09:24:00","LA","24","0","0","0","29.8","-90.05","0.5","13.0"
"1991-06-16","14:45:00","LA","25","0","0","0","29.98","-90.15","0.5","13.0"
"1991-06-24","15:00:00","LA","26","0","0","0","30.12","-91.85","0.5","13.0"
"1991-07-04","15:00:00","LA","27","0","0","0","31.15","-93.27","0.5","17.0"
"1991-07-15","14:30:00","LA","28","0","0","0","30.33","-90.85","0.5","17.0"
"1991-10-22","18:15:00","LA","29","1","0","0","30.47","-91.17","0.7","200.0"
"1991-10-22","18:25:00","LA","30","0","0","0","30.47","-91.17","0.5","100.0"
"1991-11-01","00:25:00","LA","31","1","0","0","29.6","-90.72","0.3","20.0"
"1991-11-19","08:15:00","LA","32","1","1","0","31.05","-93.2","0.3","20.0"
"1991-11-19","17:45:00","LA","33","2","1","0","31.12","-92.25","10.0","100.0"
"1991-11-19","19:40:00","LA","34","1","1","0","32.45","-91.42","1.0","200.0"
"1991-11-19","19:56:00","LA","35","2","6","0","32.8","-91.18","0.7","100.0"
"1991-11-19","20:30:00","LA","36","1","0","0","30.67","-93.05","0.5","20.0"
"1992-01-12","06:30:00","LA","1","1","0","0","30.22","-92.02","2.0","23.0"
"1992-01-12","10:15:00","LA","2","1","0","0","29.83","-90.9","0.2","20.0"
"1992-02-15","00:05:00","LA","3","2","10","0","30.58","-90.55","0.8","527.0"
"1992-02-15","00:05:00","LA","4","1","0","0","30.55","-90.53","0.4","350.0"
"1992-02-22","09:08:00","LA","5","0","0","0","29.77","-93.68","0.2","10.0"
"1992-03-04","23:50:00","LA","6","2","6","0","30.33","-92.48","18.0","173.0"
"1992-03-05","00:58:00","LA","7","1","0","0","30.5","-92.32","1.0","30.0"
"1992-03-05","01:35:00","LA","8","1","0","0","31.28","-91.65","10.0","50.0"
"1992-03-05","07:50:00","LA","9","0","0","0","29.83","-92.3","0.1","13.0"
"1992-03-09","15:51:00","LA","10","1","5","0","32.8","-91.18","0.7","73.0"
"1992-03-22","17:55:00","LA","11","0","0","0","32.35","-91.02","0.1","20.0"
"1992-04-19","21:20:00","LA","12","1","0","0","32.2","-92.33","0.2","20.0"
"1992-04-19","21:58:00","LA","13","1","0","0","32.57","-92.05","0.2","50.0"
"1992-04-19","22:05:00","LA","14","1","0","0","32.6","-92.0","0.2","50.0"
"1992-04-20","03:25:00","LA","15","1","1","0","30.95","-91.97","0.5","20.0"
"1992-04-24","15:20:00","LA","16","0","0","0","30.23","-92.67","0.1","10.0"
"1992-05-16","07:05:00","LA","17","0","0","0","29.98","-90.23","0.1","10.0"
"1992-05-16","17:45:00","LA","18","1","0","0","31.32","-92.4","0.2","20.0"
"1992-05-27","16:22:00","LA","19","1","0","0","30.5","-90.58","0.2","20.0"
"1992-05-28","18:20:00","LA","20","1","0","0","30.08","-92.43","0.1","20.0"
"1992-06-02","16:45:00","LA","21","1","0","0","32.67","-93.83","8.0","30.0"
"1992-06-03","14:45:00","LA","22","1","0","0","31.07","-93.27","0.1","20.0"
"1992-06-03","15:00:00","LA","23","1","0","0","30.93","-93.28","19.0","50.0"
"1992-06-03","15:20:00","LA","24","1","0","0","30.68","-93.28","16.0","50.0"
"1992-06-03","15:40:00","LA","25","1","0","0","30.35","-92.67","0.1","20.0"
"1992-06-06","17:38:00","LA","26","1","0","0","32.48","-91.67","4.0","20.0"
"1992-06-13","16:40:00","LA","27","2","0","0","30.23","-92.1","6.0","60.0"
"1992-06-25","14:10:00","LA","28","1","0","0","30.07","-92.52","17.0","30.0"
"1992-06-26","19:15:00","LA","29","1","0","0","30.22","-93.15","0.2","20.0"
"1992-06-30","14:38:00","LA","30","1","0","0","30.45","-93.43","0.5","20.0"
"1992-08-10","18:00:00","LA","31","1","0","0","30.23","-92.27","0.1","13.0"
"1992-08-11","15:45:00","LA","32","0","0","0","29.82","-93.33","0.1","13.0"
"1992-08-25","20:10:00","LA","33","3","32","2","30.07","-90.45","9.0","150.0"
"1992-08-26","01:42:00","LA","34","1","0","0","30.25","-91.32","1.0","20.0"
"1992-08-26","08:25:00","LA","35","1","0","0","30.4","-89.93","14.0","20.0"
"1992-08-26","09:27:00","LA","36","1","0","0","30.68","-91.42","1.0","20.0"
"1992-08-26","14:30:00","LA","37","1","0","0","30.37","-90.08","1.0","20.0"
"1992-08-26","14:30:00","LA","38","1","3","0","32.92","-91.9","2.0","50.0"
"1992-08-26","15:00:00","LA","39","0","0","0","32.9","-92.25","0.5","20.0"
"1992-08-26","15:17:00","LA","40","1","4","0","32.58","-92.35","2.0","20.0"
"1992-08-26","18:10:00","LA","41","0","0","0","32.42","-91.12","0.5","20.0"
"1992-08-26","18:15:00","LA","42","1","0","0","30.57","-90.5","7.0","20.0"
"1992-08-26","19:00:00","LA","43","0","0","0","32.37","-91.15","0.5","20.0"
"1992-08-26","19:00:00","LA","44","1","0","0","32.35","-91.03","1.5","40.0"
"1992-08-26","19:04:00","LA","45","1","0","0","32.23","-91.42","1.5","40.0"
"1992-08-26","19:20:00","LA","46","1","0","0","32.17","-91.53","1.5","40.0"
"1992-09-11","14:35:00","LA","47","0","0","0","29.8","-93.33","0.1","10.0"
"1992-11-01","10:15:00","LA","48","1","0","0","29.97","-92.12","0.5","20.0"
"1992-11-01","12:10:00","LA","49","2","0","0","30.08","-91.9","0.5","40.0"
"1992-11-03","14:35:00","LA","50","1","0","0","32.53","-93.75","1.0","40.0"
"1992-11-03","14:40:00","LA","51","1","0","0","32.5","-93.67","0.5","43.0"
"1992-11-03","14:40:00","LA","52","1","0","0","32.07","-93.7","2.0","80.0"
"1992-11-03","14:48:00","LA","53","1","0","0","31.92","-93.55","2.5","90.0"
"1992-11-03","15:08:00","LA","54","1","0","0","32.6","-93.37","1.8","43.0"
"1992-11-03","15:18:00","LA","55","1","0","0","32.68","-93.22","1.5","43.0"
"1992-11-03","15:24:00","LA","56","1","0","0","32.7","-93.17","1.5","40.0"
"1992-11-03","15:32:00","LA","57","3","0","0","32.45","-93.1","7.0","300.0"
"1992-11-03","15:52:00","LA","58","1","0","0","31.98","-93.32","1.5","57.0"
"1992-11-03","16:05:00","LA","59","1","0","0","32.6","-92.78","0.8","40.0"
"1992-11-03","16:52:00","LA","60","1","0","0","32.02","-92.63","1.5","30.0"
"1992-11-03","17:00:00","LA","61","1","0","0","32.77","-92.53","1.5","57.0"
"1992-11-03","17:02:00","LA","62","1","0","0","32.1","-92.5","2.0","67.0"
"1992-11-03","17:14:00","LA","63","1","0","0","32.2","-92.33","1.8","80.0"
"1992-11-03","17:54:00","LA","64","1","0","0","32.18","-92.05","1.0","80.0"
"1992-11-12","05:00:00","LA","65","2","0","0","31.58","-92.55","1.5","57.0"
"1992-11-20","08:45:00","LA","66","1","0","0","29.53","-90.72","0.2","23.0"
"1992-11-20","08:50:00","LA","67","1","1","0","29.8","-90.83","0.2","23.0"
"1992-11-21","19:12:00","LA","68","2","0","0","31.2","-93.13","6.0","150.0"
"1992-11-21","19:30:00","LA","69","3","2","0","30.22","-93.03","6.0","73.0"
"1992-11-21","20:50:00","LA","70","2","0","0","31.38","-92.43","0.5","150.0"
"1992-11-21","21:30:00","LA","71","2","4","0","30.05","-91.92","15.0","73.0"
"1992-11-21","21:45:00","LA","72","2","0","0","31.47","-91.72","0.5","100.0"
"1992-11-21","21:45:00","LA","73","3","6","0","31.47","-91.72","3.0","100.0"
"1992-11-21","21:55:00","LA","74","3","11","0","31.82","-91.6","38.0","200.0"
"1992-11-21","22:00:00","LA","75","2","0","0","30.87","-91.27","13.0","100.0"
"1992-11-21","22:18:00","LA","76","2","0","0","31.83","-91.42","16.0","100.0"
"1992-11-21","22:30:00","LA","77","1","0","0","30.92","-91.13","11.0","73.0"
"1992-12-15","10:30:00","LA","78","1","0","0","31.67","-91.53","0.1","23.0"
"1992-12-15","11:10:00","LA","79","1","0","0","30.53","-92.08","0.1","17.0"
"1993-02-25","15:00:00","LA","1","0","0","0","30.03","-91.78","0.3","100.0"
"1993-03-30","18:40:00","LA","2","1","0","0","32.23","-92.52","2.0","100.0"
"1993-03-30","18:40:00","LA","3","1","0","0","32.27","-92.27","4.0","150.0"
"1993-04-07","15:25:00","LA","4","0","0","0","30.32","-93.67","5.0","30.0"
"1993-04-07","16:23:00","LA","5","2","5","0","30.42","-93.67","43.0","100.0"
"1993-04-08","13:10:00","LA","6","2","39","3","29.2","-90.17","6.0","250.0"
"1993-04-14","15:50:00","LA","7","2","3","0","31.62","-93.43","10.0","120.0"
"1993-06-19","18:05:00","LA","8","0","0","0","30.23","-93.2","0.1","10.0"
"1993-06-25","20:30:00","LA","9","1","0","0","29.98","-90.15","0.2","20.0"
"1993-10-29","13:00:00","LA","10","0","0","0","29.7","-91.2","0.1","13.0"
"1993-12-04","03:15:00","LA","11","1","3","0","30.95","-92.18","20.5","40.0"
"1993-12-13","15:55:00","LA","12","1","1","0","29.93","-90.35","1.2","23.0"
"1994-01-17","10:30:00","LA","1","0","0","0","29.47","-90.57","0.5","23.0"
"1994-03-09","07:00:00","LA","2","1","0","0","30.13","-91.83","0.5","30.0"
"1994-03-09","08:55:00","LA","3","1","0","0","30.63","-90.4","0.3","30.0"
"1994-04-30","11:00:00","LA","4","1","0","0","31.42","-91.87","0.3","1760.0"
"1994-04-30","11:15:00","LA","5","1","2","0","31.43","-91.8","0.3","1760.0"
"1994-05-28","13:54:00","LA","6","1","0","0","30.12","-92.15","2.0","73.0"
"1994-05-29","14:45:00","LA","7","1","0","0","30.95","-92.18","1.0","50.0"
"1994-11-27","16:45:00","LA","8","1","0","0","31.07","-93.5","0.5","50.0"
"1995-01-06","09:40:00","LA","1","1","0","0","31.52","-92.23","15.0","20.0"
"1995-01-06","11:05:00","LA","2","1","8","0","30.23","-92.18","5.0","30.0"
"1995-01-06","11:10:00","LA","3","0","0","0","29.97","-92.17","0.2","20.0"
"1995-01-07","02:25:00","LA","4","1","0","0","30.95","-92.07","17.0","23.0"
"1995-01-18","13:55:00","LA","5","1","0","1","31.15","-92.5","5.0","20.0"
"1995-01-18","14:48:00","LA","6","1","1","0","30.38","-91.23","5.0","30.0"
"1995-01-18","18:45:00","LA","7","1","0","0","29.6","-90.72","0.2","20.0"
"1995-01-22","17:30:00","LA","8","0","0","0","30.52","-93.23","0.1","20.0"
"1995-01-27","10:00:00","LA","9","1","0","0","30.67","-93.3","0.7","23.0"
"1995-01-27","16:30:00","LA","10","0","0","0","31.15","-93.27","0.1","20.0"
"1995-03-06","22:00:00","LA","11","0","0","0","31.58","-92.67","0.1","10.0"
"1995-03-07","03:16:00","LA","12","2","0","0","32.07","-91.38","1.0","40.0"
"1995-03-07","03:45:00","LA","13","2","1","0","32.17","-91.35","1.0","40.0"
"1995-03-07","03:45:00","LA","14","1","0","0","32.25","-91.2","0.5","23.0"
"1995-03-07","08:20:00","LA","15","0","0","0","31.45","-91.83","0.5","20.0"
"1995-03-07","08:30:00","LA","16","1","5","0","31.55","-91.43","1.0","30.0"
"1995-03-07","08:30:00","LA","17","1","0","0","31.8","-91.4","0.5","23.0"
"1995-03-07","09:15:00","LA","18","0","0","0","29.97","-92.13","0.3","20.0"
"1995-03-07","10:45:00","LA","19","1","0","0","30.63","-90.5","0.5","20.0"
"1995-03-07","10:50:00","LA","20","1","0","0","30.5","-90.8","0.5","30.0"
"1995-03-14","18:55:00","LA","21","0","0","0","30.08","-93.07","0.2","20.0"
"1995-03-16","15:00:00","LA","22","0","0","0","29.82","-91.8","0.5","20.0"
"1995-04-11","07:45:00","LA","23","1","0","0","30.13","-89.9","0.3","20.0"
"1995-04-20","01:32:00","LA","24","2","3","0","32.85","-91.9","2.0","100.0"
"1995-04-20","15:55:00","LA","25","0","0","0","31.7","-91.83","1.0","50.0"
"1995-04-20","16:25:00","LA","26","0","0","0","32.08","-91.33","1.0","40.0"
"1995-04-20","16:50:00","LA","27","0","0","0","32.35","-91.03","1.0","50.0"
"1995-04-22","04:05:00","LA","28","0","0","0","32.72","-91.2","1.5","50.0"
"1995-04-22","13:30:00","LA","29","0","0","0","32.48","-92.12","0.1","30.0"
"1995-04-22","13:45:00","LA","30","0","0","0","32.33","-92.23","0.1","10.0"
"1995-04-22","16:24:00","LA","31","0","0","0","32.32","-93.83","0.1","30.0"
"1995-04-22","17:54:00","LA","32","0","0","0","31.32","-91.53","0.1","30.0"
"1995-04-22","17:54:00","LA","33","0","0","0","31.75","-93.08","0.1","30.0"
"1995-04-22","18:45:00","LA","34","1","0","0","31.77","-92.38","0.1","10.0"
"1995-04-23","03:50:00","LA","35","1","0","0","29.83","-91.53","0.5","20.0"
"1995-04-23","04:35:00","LA","36","0","0","0","29.83","-90.97","0.1","10.0"
"1995-05-08","21:30:00","LA","37","2","0","0","29.95","-90.0","0.8","40.0"
"1995-05-08","22:33:00","LA","38","1","0","0","30.27","-89.78","2.0","30.0"
"1995-05-12","12:00:00","LA","39","1","1","0","29.7","-91.2","0.5","23.0"
"1995-05-18","13:35:00","LA","40","1","0","0","30.75","-93.28","0.3","30.0"
"1995-05-18","14:30:00","LA","41","1","1","0","30.82","-92.67","0.5","30.0"
"1995-05-18","14:30:00","LA","42","1","0","0","30.8","-92.55","0.5","23.0"
"1995-05-18","18:00:00","LA","43","1","0","0","30.58","-91.17","0.3","20.0"
"1995-05-18","20:17:00","LA","44","1","0","0","30.03","-91.78","0.5","30.0"
"1995-07-30","19:00:00","LA","45","0","0","0","29.78","-93.48","0.1","20.0"
"1995-08-18","13:00:00","LA","46","1","0","0","30.47","-91.17","2.0","30.0"
"1995-11-02","10:50:00","LA","47","0","0","0","30.27","-89.73","0.2","10.0"
"1995-12-17","13:40:00","LA","48","0","0","0","31.22","-92.17","0.1","10.0"
"1995-12-17","14:12:00","LA","49","2","1","0","30.55","-91.55","0.2","20.0"
"1995-12-18","08:05:00","LA","50","0","0","0","31.47","-93.67","0.1","30.0"
"1995-12-18","13:15:00","LA","51","1","0","0","30.6","-90.23","0.5","10.0"
"1996-01-23","14:38:00","LA","1","2","30","0","32.48","-93.75","7.5","400.0"
"1996-01-26","09:35:00","LA","2","1","3","0","30.57","-92.32","1.0","20.0"
"1996-03-30","22:15:00","LA","3","0","0","0","32.47","-91.63","0.5","25.0"
"1996-04-12","21:00:00","LA","4","0","0","0","30.85","-93.37","0.1","10.0"
"1996-04-14","12:40:00","LA","5","0","0","0","30.27","-89.67","0.1","10.0"
"1996-04-14","19:40:00","LA","6","0","0","0","31.38","-92.68","0.2","10.0"
"1996-04-20","15:45:00","LA","7","0","0","0","32.18","-93.72","0.5","25.0"
"1996-04-22","15:25:00","LA","8","2","1","0","32.25","-91.22","15.0","440.0"
"1996-05-09","08:13:00","LA","9","0","0","0","30.03","-91.88","2.5","20.0"
"1996-08-11","14:30:00","LA","10","0","0","0","29.13","-90.18","0.1","10.0"
"1996-11-07","05:25:00","LA","11","1","0","0","32.1","-93.62","20.0","150.0"
"1996-11-07","15:40:00","LA","12","0","0","0","29.98","-90.15","1.8","25.0"
"1996-11-24","17:30:00","LA","13","1","0","0","30.53","-91.1","1.5","30.0"
"1996-11-24","17:37:00","LA","14","0","0","0","29.95","-90.32","0.1","20.0"
"1996-11-24","20:45:00","LA","15","1","0","0","32.5","-92.12","0.3","30.0"
"1996-11-30","12:35:00","LA","16","1","0","0","32.18","-93.82","1.9","150.0"
"1996-11-30","14:14:00","LA","17","2","9","2","32.53","-92.78","10.0","250.0"
"1996-12-15","15:45:00","LA","18","0","0","0","29.82","-93.13","1.5","100.0"
"1997-01-23","19:15:00","LA","1","2","0","0","31.95","-93.45","5.0","400.0"
"1997-01-24","06:05:00","LA","2","1","1","0","29.73","-90.13","4.0","10.0"
"1997-04-04","16:45:00","LA","3","1","0","0","32.8","-93.43","20.0","100.0"
"1997-04-11","10:00:00","LA","4","0","0","0","29.47","-90.3","0.3","100.0"
"1997-04-11","10:55:00","LA","5","0","0","0","30.37","-90.43","0.2","23.0"
"1997-05-02","15:45:00","LA","6","1","0","0","32.77","-91.27","13.0","400.0"
"1997-05-21","13:45:00","LA","7","0","0","0","29.88","-92.08","1.0","20.0"
"1997-05-22","14:50:00","LA","8","0","0","0","29.82","-93.1","0.5","10.0"
"1997-05-24","09:15:00","LA","9","0","0","0","30.17","-91.15","0.6","20.0"
"1997-05-28","12:40:00","LA","10","0","0","0","29.82","-93.1","1.0","13.0"
"1997-05-28","15:35:00","LA","11","0","0","0","29.85","-93.07","1.0","20.0"
"1997-10-23","19:25:00","LA","12","2","4","0","30.72","-93.57","4.0","200.0"
"1997-10-23","19:55:00","LA","13","1","0","0","30.78","-93.35","5.0","20.0"
"1997-10-23","23:50:00","LA","14","0","0","0","30.42","-92.88","5.0","10.0"
"1997-10-24","00:05:00","LA","15","1","0","0","30.43","-92.6","3.0","10.0"
"1997-11-21","10:50:00","LA","16","1","1","0","30.22","-92.02","3.0","200.0"
"1997-11-21","13:35:00","LA","17","2","43","0","30.48","-90.22","9.0","200.0"
"1997-11-21","14:18:00","LA","18","1","0","0","30.48","-89.87","1.0","50.0"
"1997-11-28","17:15:00","LA","19","0","0","0","32.08","-93.43","3.6","50.0"
"1998-01-07","01:45:00","LA","1","0","0","0","30.27","-89.8","0.2","30.0"
"1998-01-12","00:11:00","LA","2","0","0","0","31.62","-93.3","0.7","30.0"
"1998-01-12","03:00:00","LA","3","1","0","0","30.75","-92.42","1.0","30.0"
"1998-01-12","04:45:00","LA","4","0","0","0","30.38","-93.37","0.5","30.0"
"1998-02-26","09:08:00","LA","5","1","0","0","30.83","-92.27","8.0","30.0"
"1998-04-08","06:43:00","LA","6","1","0","0","32.97","-93.13","0.2","400.0"
"1998-08-24","11:30:00","LA","7","0","0","0","29.55","-90.62","0.1","30.0"
"1998-09-10","17:15:00","LA","8","2","6","1","29.55","-90.35","4.0","50.0"
"1998-09-11","09:55:00","LA","9","1","0","0","30.08","-92.75","1.0","30.0"
"1998-09-11","16:18:00","LA","10","0","2","0","30.18","-92.5","2.0","30.0"
"1998-09-11","16:56:00","LA","11","1","3","0","30.48","-92.6","5.0","30.0"
"1998-09-11","17:15:00","LA","12","0","0","0","30.75","-92.67","1.0","30.0"
"1998-09-11","22:30:00","LA","13","0","0","0","30.1","-91.97","1.0","30.0"
"1998-09-11","23:00:00","LA","14","0","0","0","30.53","-92.08","1.0","30.0"
"1998-09-12","07:38:00","LA","15","0","0","0","30.65","-92.82","1.0","30.0"
"1998-09-12","08:00:00","LA","16","0","0","0","29.95","-92.17","1.0","30.0"
"1998-09-12","08:16:00","LA","17","0","0","0","30.22","-92.02","1.0","30.0"
"1998-09-12","12:17:00","LA","18","0","0","0","31.3","-92.55","1.0","30.0"
"1998-10-06","09:21:00","LA","19","0","0","0","31.05","-93.2","0.5","30.0"
"1998-10-06","10:20:00","LA","20","0","0","0","30.12","-93.2","0.5","30.0"
"1998-10-06","15:40:00","LA","21","0","0","0","29.92","-91.03","0.1","30.0"
"1998-11-10","09:45:00","LA","22","0","0","0","30.13","-92.48","0.2","30.0"
"1998-11-10","11:15:00","LA","23","0","0","0","29.95","-91.88","1.0","30.0"
"1998-11-10","11:45:00","LA","24","1","1","0","30.93","-90.48","0.5","50.0"
"1998-11-20","11:30:00","LA","25","0","0","0","29.65","-90.55","0.3","30.0"
"1998-12-29","09:30:00","LA","26","0","0","0","30.13","-92.48","0.5","30.0"
"1999-01-01","22:26:00","LA","3","2","1","0","32.38","-93.8","3.2","0.0"
"1999-01-01","22:36:00","LA","4","1","0","0","32.42","-93.62","1.1","0.0"
"1999-01-01","23:02:00","LA","5","2","0","0","32.48","-93.47","7.9","50.0"
"1999-01-02","01:05:00","LA","11","0","0","0","30.25","-93.38","2.5","100.0"
"1999-01-02","01:25:00","LA","13","2","0","0","30.47","-93.23","1.0","100.0"
"1999-01-02","01:50:00","LA","12","1","0","0","30.18","-93.43","2.5","50.0"
"1999-01-02","01:50:00","LA","15","1","0","0","30.62","-93.05","3.0","400.0"
"1999-01-02","01:50:00","LA","16","2","0","0","30.83","-93.07","5.0","400.0"
"1999-01-02","02:20:00","LA","17","1","0","0","30.62","-93.0","2.0","200.0"
"1999-01-02","02:30:00","LA","14","2","2","0","30.08","-92.93","4.0","400.0"
"1999-01-02","03:00:00","LA","18","1","0","0","30.2","-92.68","1.0","50.0"
"1999-01-02","03:10:00","LA","19","2","0","0","30.27","-92.53","10.0","400.0"
"1999-01-02","04:00:00","LA","20","1","0","0","30.47","-91.98","1.0","50.0"
"1999-01-02","04:32:00","LA","21","0","0","0","29.95","-92.18","2.0","200.0"
"1999-01-02","04:42:00","LA","22","0","0","0","29.97","-92.0","1.0","100.0"
"1999-01-02","04:57:00","LA","23","1","0","0","30.03","-91.87","4.0","200.0"
"1999-01-02","05:40:00","LA","24","1","1","0","29.67","-91.33","2.0","100.0"
"1999-01-02","06:43:00","LA","60","1","0","0","29.75","-90.82","1.0","50.0"
"1999-01-02","07:00:00","LA","59","1","0","0","29.87","-90.6","1.0","50.0"
"1999-01-06","16:30:00","LA","25","0","0","0","30.15","-93.3","1.0","10.0"
"1999-01-08","15:20:00","LA","49","1","0","0","32.82","-91.9","1.5","50.0"
"1999-01-08","15:38:00","LA","51","0","0","0","32.87","-91.45","2.0","50.0"
"1999-01-08","15:55:00","LA","50","0","0","0","32.78","-91.9","1.0","50.0"
"1999-01-08","16:00:00","LA","52","0","0","0","32.85","-91.18","1.0","50.0"
"1999-01-21","19:15:00","LA","53","1","0","0","32.97","-91.67","27.0","200.0"
"1999-01-21","19:15:00","LA","53","1","0","0","32.97","-91.67","7.0","200.0"
"1999-01-21","19:45:00","LA","54","0","0","0","32.97","-91.3","2.0","50.0"
"1999-01-21","20:01:00","LA","26","2","1","0","31.3","-92.47","2.0","400.0"
"1999-01-21","21:07:00","LA","55","0","0","0","31.8","-91.98","1.0","50.0"
"1999-01-21","21:21:00","LA","7","0","0","0","31.63","-92.27","2.7","20.0"
"1999-01-21","21:45:00","LA","57","3","0","0","31.97","-91.6","22.0","0.0"
"1999-01-21","21:45:00","LA","58","0","0","0","32.05","-91.67","1.0","40.0"
"1999-01-21","22:00:00","LA","56","1","0","0","31.77","-91.83","1.0","50.0"
"1999-01-21","22:30:00","LA","1","1","0","0","32.37","-91.2","16.0","50.0"
"1999-01-21","22:30:00","LA","1","1","0","0","32.37","-91.2","10.0","100.0"
"1999-01-22","01:50:00","LA","6","1","0","0","32.87","-92.42","21.0","40.0"
"1999-01-22","01:50:00","LA","6","1","0","0","32.87","-92.42","14.0","40.0"
"1999-01-22","05:02:00","LA","61","0","0","0","31.88","-93.32","10.7","0.0"
"1999-01-22","05:49:00","LA","62","1","0","0","32.28","-92.88","20.5","0.0"
"1999-01-22","05:52:00","LA","63","1","0","0","32.18","-92.6","21.9","0.0"
"1999-01-22","06:22:00","LA","8","1","0","0","32.58","-92.62","11.9","40.0"
"1999-01-22","10:40:00","LA","27","0","0","0","30.98","-93.5","1.0","10.0"
"1999-01-22","12:09:00","LA","9","0","0","0","31.45","-92.97","3.0","0.0"
"1999-01-22","12:10:00","LA","10","0","0","0","31.57","-92.78","3.8","20.0"
"1999-01-22","13:15:00","LA","2","0","0","0","31.63","-91.57","1.0","50.0"
"1999-01-29","14:30:00","LA","28","0","0","0","30.83","-92.85","2.0","100.0"
"1999-01-29","14:55:00","LA","29","0","0","0","30.95","-92.57","1.0","50.0"
"1999-02-27","23:00:00","LA","30","1","0","0","30.0","-90.42","0.8","0.0"
"1999-03-02","19:18:00","LA","31","1","0","0","30.57","-93.67","6.0","200.0"
"1999-03-02","19:45:00","LA","32","2","0","0","30.45","-93.55","8.0","0.0"
"1999-03-02","21:15:00","LA","33","1","0","0","30.45","-91.75","0.5","20.0"
"1999-03-02","21:25:00","LA","34","1","2","0","29.93","-91.7","2.0","50.0"
"1999-03-09","01:20:00","LA","38","0","0","0","30.72","-90.48","0.1","10.0"
"1999-03-13","06:50:00","LA","35","1","3","0","29.77","-93.68","0.5","10.0"
"1999-03-13","11:45:00","LA","36","0","0","0","30.03","-92.52","0.5","10.0"
"1999-03-13","15:38:00","LA","37","0","0","0","29.68","-89.98","0.1","10.0"
"1999-04-03","15:52:00","LA","39","4","102","7","32.53","-93.83","19.3","200.0"
"1999-04-03","15:55:00","LA","40","3","1","0","31.97","-94.0","2.6","150.0"
"1999-04-03","16:58:00","LA","41","3","0","0","32.6","-93.08","8.5","200.0"
"1999-04-03","17:13:00","LA","42","3","0","0","32.82","-92.87","14.5","600.0"
"1999-05-04","16:28:00","LA","43","2","0","0","32.87","-93.75","10.0","250.0"
"1999-05-27","14:45:00","LA","44","0","0","0","29.58","-90.47","12.0","50.0"
"1999-05-30","19:15:00","LA","45","0","0","0","29.98","-90.15","0.2","0.0"
"1999-07-27","15:56:00","LA","46","0","0","0","30.42","-91.1","0.1","10.0"
"1999-09-07","14:56:00","LA","47","0","0","0","30.53","-91.97","0.1","10.0"
"1999-12-04","18:33:00","LA","48","0","0","0","31.75","-93.4","4.0","30.0"
"2000-03-10","16:53:00","LA","1","0","0","0","31.05","-93.37","1.0","20.0"
"2000-03-15","13:57:00","LA","2","2","36","0","29.6","-90.72","3.0","40.0"
"2000-03-15","14:05:00","LA","3","1","1","0","29.57","-90.53","0.5","30.0"
"2000-04-02","17:25:00","LA","4","1","0","0","30.62","-92.43","1.0","10.0"
"2000-04-02","17:30:00","LA","5","0","0","0","30.0","-93.48","5.0","10.0"
"2000-04-02","17:40:00","LA","6","1","2","0","29.93","-93.37","15.0","20.0"
"2000-04-03","04:10:00","LA","7","1","5","0","30.08","-93.2","5.0","20.0"
"2000-04-03","04:45:00","LA","8","1","0","0","30.3","-92.73","3.0","20.0"
"2000-04-03","04:50:00","LA","9","0","0","0","30.37","-92.65","2.0","10.0"
"2000-04-03","05:00:00","LA","10","0","0","0","30.37","-92.48","7.0","20.0"
"2000-04-03","05:28:00","LA","11","1","1","0","30.45","-92.17","1.0","20.0"
"2000-04-03","06:40:00","LA","12","1","0","0","30.77","-91.38","0.7","50.0"
"2000-04-03","06:45:00","LA","13","1","0","0","30.78","-91.32","3.0","50.0"
"2000-04-03","07:30:00","LA","14","1","0","0","30.48","-90.95","0.5","30.0"
"2000-04-03","07:40:00","LA","15","1","0","0","30.68","-91.12","0.3","20.0"
"2000-04-03","07:45:00","LA","16","1","0","0","30.95","-90.72","6.0","70.0"
"2000-04-03","08:40:00","LA","17","0","0","0","29.85","-90.95","0.1","20.0"
"2000-04-03","10:22:00","LA","18","0","0","0","30.38","-89.75","0.1","30.0"
